dealer_key,did_dealer_code,dealer_name,district_code,district_name,zone_code,zone_name,brand_name,dealer_location_type,sales_area,dealer_category,objective_month,objective,objective_group
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2025-02-01,20,SUV
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2025-02-01,70,Truck
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-05-01,0,Car
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-05-01,42,SUV
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-05-01,105,Truck
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-12-01,2,Car
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-12-01,21,SUV
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-12-01,90,Truck
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-10-01,3,Car
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-10-01,23,SUV
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-10-01,92,Truck
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-08-01,0,Car
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-08-01,27,SUV
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-08-01,93,Truck
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-02-01,0,Car
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-02-01,21,SUV
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-02-01,91,Truck
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-01-01,0,Car
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-01-01,15,SUV
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-01-01,93,Truck
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-11-01,1,Car
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-11-01,25,SUV
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-11-01,95,Truck
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-09-01,1,Car
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-09-01,24,SUV
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-09-01,91,Truck
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2025-01-01,9,Car
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2025-01-01,20,SUV
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2025-01-01,64,Truck
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-07-01,0,Car
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-07-01,22,SUV
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-07-01,94,Truck
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-03-01,0,Car
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-03-01,31,SUV
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-03-01,95,Truck
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-06-01,0,Car
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-06-01,39,SUV
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-06-01,112,Truck
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-04-01,0,Car
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-04-01,43,SUV
58,11290,Metro Ford,1,NTH / Northern,N4,Scott Barkley,Ford,Primary Site,Brisbane,Metro,2024-04-01,96,Truck
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2025-03-01,7,Car
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2025-03-01,26,SUV
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2025-03-01,62,Truck
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2025-02-01,6,Car
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2025-02-01,5,SUV
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2025-02-01,54,Truck
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-05-01,0,Car
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-05-01,20,SUV
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-05-01,66,Truck
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-12-01,6,Car
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-12-01,25,SUV
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-12-01,58,Truck
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-10-01,4,Car
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-10-01,26,SUV
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-10-01,59,Truck
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-08-01,0,Car
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-08-01,24,SUV
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-08-01,60,Truck
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-02-01,0,Car
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-02-01,15,SUV
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-02-01,64,Truck
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-01-01,0,Car
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-01-01,11,SUV
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-01-01,66,Truck
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-11-01,3,Car
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-11-01,30,SUV
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-11-01,62,Truck
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-09-01,3,Car
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-09-01,22,SUV
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-09-01,59,Truck
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2025-01-01,6,Car
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2025-01-01,19,SUV
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2025-01-01,48,Truck
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-07-01,0,Car
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-07-01,20,SUV
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-07-01,61,Truck
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-03-01,0,Car
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-03-01,23,SUV
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-03-01,67,Truck
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-06-01,0,Car
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-06-01,19,SUV
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-06-01,68,Truck
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-04-01,0,Car
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-04-01,20,SUV
63,11300,Torque Ford,1,NTH / Northern,N3,Emma Black,Ford,Primary Site,North Lakes,Metro,2024-04-01,63,Truck
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2025-03-01,6,Car
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2025-03-01,16,SUV
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2025-03-01,45,Truck
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2025-02-01,4,Car
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2025-02-01,14,SUV
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2025-02-01,40,Truck
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-05-01,0,Car
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-05-01,17,SUV
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-05-01,32,Truck
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-12-01,2,Car
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-12-01,16,SUV
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-12-01,38,Truck
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-10-01,1,Car
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-10-01,17,SUV
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-10-01,39,Truck
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-08-01,0,Car
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-08-01,18,SUV
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-08-01,39,Truck
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-02-01,0,Car
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-02-01,10,SUV
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-02-01,37,Truck
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-01-01,0,Car
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-01-01,7,SUV
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-01-01,37,Truck
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-11-01,1,Car
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-11-01,18,SUV
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-11-01,40,Truck
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-09-01,2,Car
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-09-01,16,SUV
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2024-09-01,39,Truck
69,12290,Trinity Ford,1,NTH / Northern,N2,Simon Young,Ford,Primary Site,Cairns,Provincial,2025-01-01,5,Car
